"Time","Bare Soil","Cardboard Mulch"
2023-08-07 22:35:39,14.4 %,21.1 %
2023-08-07 22:50:50,14.5 %,21.2 %
2023-08-07 23:05:49,14.4 %,21.2 %
2023-08-07 23:21:00,14.4 %,21.1 %
2023-08-07 23:35:59,14.4 %,21.1 %
2023-08-07 23:51:10,14.5 %,21.2 %
2023-08-08 00:06:20,14.5 %,21.2 %
2023-08-08 00:21:30,14.4 %,21.2 %
2023-08-08 00:36:29,14.4 %,21.1 %
2023-08-08 00:51:40,14.5 %,21.2 %
2023-08-08 01:06:50,14.8 %,21 %
2023-08-08 01:22:00,14.7 %,21 %
2023-08-08 01:37:10,14.6 %,21.1 %
2023-08-08 01:52:21,14.5 %,21.2 %
2023-08-08 02:07:32,14.7 %,21.1 %
2023-08-08 02:22:32,14.5 %,21.2 %
2023-08-08 02:37:43,14.7 %,21.1 %
2023-08-08 02:52:54,14.5 %,21.1 %
2023-08-08 03:08:05,14.5 %,21.1 %
2023-08-08 03:23:16,14.5 %,21.2 %
2023-08-08 03:38:27,14.5 %,21.3 %
2023-08-08 03:53:38,14.7 %,21 %
2023-08-08 04:08:49,14.7 %,21.1 %
2023-08-08 04:24:00,14.8 %,21.2 %
2023-08-08 04:39:11,15 %,21.2 %
2023-08-08 04:54:23,14.9 %,21.1 %
2023-08-08 05:09:34,14.8 %,21.2 %
2023-08-08 05:24:45,14.8 %,21 %
2023-08-08 05:39:56,15 %,21.1 %
2023-08-08 05:55:07,14.6 %,21.1 %
2023-08-08 06:10:18,15 %,21.2 %
2023-08-08 06:25:29,15.2 %,21.1 %
2023-08-08 06:40:40,15 %,21 %
2023-08-08 06:55:51,15.1 %,21.1 %
2023-08-08 07:10:51,15 %,20.9 %
2023-08-08 07:26:02,14.8 %,21 %
2023-08-08 07:41:13,14.6 %,21 %
2023-08-08 07:56:13,14.7 %,21.2 %
2023-08-08 08:11:25,14.7 %,21 %
2023-08-08 08:26:36,14.5 %,21 %
2023-08-08 08:41:47,14.5 %,21 %
2023-08-08 08:56:59,14.4 %,21.2 %
2023-08-08 09:11:58,14.3 %,21 %
2023-08-08 09:27:09,14.5 %,21 %
2023-08-08 09:42:20,14.2 %,21 %
2023-08-08 09:57:32,14.1 %,20.8 %
2023-08-08 10:12:43,14.1 %,20.9 %
2023-08-08 10:27:55,13.9 %,20.8 %
2023-08-08 10:43:05,13.8 %,20.9 %
2023-08-08 10:58:15,13.6 %,20.9 %
2023-08-08 11:13:14,13.6 %,20.8 %
2023-08-08 11:28:13,13.5 %,20.8 %
2023-08-08 11:43:23,13.3 %,20.8 %
2023-08-08 11:58:22,13.2 %,20.7 %
2023-08-08 12:13:34,13.1 %,20.8 %
2023-08-08 12:28:40,12.8 %,20.7 %
2023-08-08 12:43:51,12.7 %,20.7 %
2023-08-08 12:58:50,12.4 %,20.6 %
2023-08-08 13:13:57,12.4 %,20.7 %
2023-08-08 13:29:08,12.2 %,20.5 %
2023-08-08 13:44:19,12 %,20.5 %
2023-08-08 13:59:18,11.8 %,20.5 %
2023-08-08 14:14:25,11.5 %,20.5 %
2023-08-08 14:29:35,11.6 %,20.5 %
2023-08-08 14:44:34,11.3 %,20.5 %
2023-08-08 14:59:45,11.1 %,20.5 %
2023-08-08 15:14:55,11 %,20.5 %
2023-08-08 15:30:00,11 %,20.6 %
2023-08-08 15:45:06,10.7 %,20.3 %
2023-08-08 16:00:14,10.6 %,20.3 %
2023-08-08 16:15:24,10.5 %,20.3 %
2023-08-08 16:30:34,10.5 %,20.4 %
2023-08-08 16:45:44,10.5 %,20.2 %
2023-08-08 17:00:54,10.5 %,20.5 %
2023-08-08 17:16:05,10.4 %,20.5 %
2023-08-08 17:31:16,10.4 %,20.4 %
2023-08-08 17:46:27,10.3 %,20.3 %
2023-08-08 18:01:38,10.2 %,20.4 %
2023-08-08 18:16:44,10.2 %,20.3 %
2023-08-08 18:31:56,10.3 %,20.2 %
2023-08-08 18:47:07,10.2 %,20.3 %
2023-08-08 19:02:18,10.3 %,20.3 %
2023-08-08 19:17:30,10.3 %,20.4 %
2023-08-08 19:32:41,10.3 %,20.3 %
2023-08-08 19:47:52,10.2 %,20.3 %
2023-08-08 20:03:03,10.3 %,20.3 %
2023-08-08 20:18:15,10.2 %,20.3 %
2023-08-08 20:33:26,10.3 %,20.3 %
2023-08-08 20:48:37,10.4 %,20.3 %
2023-08-08 21:03:48,10.4 %,20.5 %
2023-08-08 21:19:00,10.4 %,20.4 %
2023-08-08 21:34:11,10.5 %,20.3 %
2023-08-08 21:49:22,10.3 %,20.2 %
2023-08-08 22:04:33,10.4 %,20.3 %
2023-08-08 22:19:43,10.3 %,20.3 %
2023-08-08 22:34:54,10.2 %,20.3 %
2023-08-08 22:50:07,10.2 %,20.4 %
2023-08-08 23:05:18,10.3 %,20.3 %
2023-08-08 23:20:28,10.4 %,20.3 %
2023-08-08 23:35:40,10.3 %,20.3 %
2023-08-08 23:50:50,10.3 %,20.4 %
2023-08-09 00:06:01,10.3 %,20.3 %
2023-08-09 00:21:12,10.3 %,20.3 %
2023-08-09 00:36:23,10.3 %,20.3 %
2023-08-09 00:51:34,10.4 %,20.3 %
2023-08-09 01:06:45,10.3 %,20.3 %
2023-08-09 01:21:58,10.3 %,20.3 %
2023-08-09 01:37:08,10.3 %,20.3 %
2023-08-09 01:52:08,10.2 %,20.3 %
2023-08-09 02:07:20,10.2 %,20.4 %
2023-08-09 02:22:29,10.5 %,20.2 %
2023-08-09 02:37:40,10.3 %,20.3 %
2023-08-09 02:52:51,10.2 %,20.3 %
2023-08-09 03:08:02,10.2 %,20.3 %
2023-08-09 03:23:02,10.3 %,20.3 %
2023-08-09 03:38:12,10.3 %,20.3 %
2023-08-09 03:53:22,10.3 %,20.2 %
2023-08-09 04:08:32,10.3 %,20.3 %
2023-08-09 04:23:42,10.2 %,20.3 %
2023-08-09 04:38:52,10.3 %,20.3 %
2023-08-09 04:54:03,10.3 %,20.3 %
2023-08-09 05:09:13,10.4 %,20.3 %
2023-08-09 05:24:23,10.3 %,20.3 %
2023-08-09 05:39:22,10.3 %,20.2 %
2023-08-09 05:54:21,10.4 %,20.4 %
2023-08-09 06:09:33,10.3 %,20.2 %
2023-08-09 06:24:43,10.3 %,20.2 %
2023-08-09 06:39:53,10.4 %,20.3 %
2023-08-09 06:55:03,10.4 %,20.3 %
2023-08-09 07:10:02,10.4 %,20.3 %
2023-08-09 07:25:13,10.5 %,20.2 %
2023-08-09 07:40:23,10.4 %,20.3 %
2023-08-09 07:55:22,10.2 %,20.2 %
2023-08-09 08:10:33,10.5 %,20.3 %
2023-08-09 08:25:32,10.6 %,20.2 %
2023-08-09 08:40:43,10.6 %,20.2 %
2023-08-09 08:55:54,10.5 %,20.2 %
2023-08-09 09:11:05,10.5 %,20.1 %
2023-08-09 09:26:17,10.3 %,20.3 %
2023-08-09 09:41:27,10.2 %,20.1 %
2023-08-09 09:56:37,10.2 %,20.2 %
2023-08-09 10:11:47,10.2 %,20.1 %
2023-08-09 10:26:57,10.2 %,20.3 %
2023-08-09 10:41:56,10.1 %,20.2 %
2023-08-09 10:57:08,10.1 %,20 %
2023-08-09 11:12:20,10 %,20.1 %
2023-08-09 11:27:27,9.90 %,20.2 %
2023-08-09 11:42:37,9.90 %,20.1 %
2023-08-09 11:57:47,9.80 %,20 %
2023-08-09 12:12:57,9.80 %,20.2 %
2023-08-09 12:28:07,9.80 %,20.1 %
2023-08-09 12:43:17,9.60 %,20 %
2023-08-09 12:58:27,9.40 %,19.9 %
2023-08-09 13:13:37,9.20 %,20 %
2023-08-09 13:28:36,9.10 %,19.9 %
2023-08-09 13:43:47,9.10 %,19.9 %
2023-08-09 13:58:57,9.20 %,19.9 %
2023-08-09 14:14:07,9.30 %,19.8 %
2023-08-09 14:29:06,9.20 %,19.9 %
2023-08-09 14:44:18,9.20 %,20 %
2023-08-09 14:59:28,9.20 %,20 %
2023-08-09 15:14:39,9.20 %,19.9 %
2023-08-09 15:29:51,9.10 %,19.9 %
2023-08-09 15:45:01,9.10 %,19.9 %
2023-08-09 16:00:12,9.10 %,19.8 %
2023-08-09 16:15:24,9 %,19.8 %
2023-08-09 16:30:34,8.80 %,19.7 %
2023-08-09 16:45:46,8.80 %,19.8 %
2023-08-09 17:00:57,8.80 %,19.8 %
2023-08-09 17:16:08,8.80 %,19.7 %
2023-08-09 17:31:20,8.70 %,19.7 %
2023-08-09 17:46:31,8.80 %,19.7 %
2023-08-09 18:01:44,8.80 %,19.6 %
2023-08-09 18:16:54,8.80 %,19.8 %
2023-08-09 18:32:06,8.70 %,19.7 %
2023-08-09 18:47:16,8.70 %,19.7 %
2023-08-09 19:02:26,8.80 %,19.9 %
2023-08-09 19:17:32,8.80 %,19.7 %
2023-08-09 19:32:38,8.60 %,19.9 %
2023-08-09 19:47:44,8.70 %,19.8 %
2023-08-09 20:02:55,8.80 %,19.7 %
2023-08-09 20:18:07,8.90 %,19.7 %
2023-08-09 20:33:18,8.90 %,19.7 %
2023-08-09 20:48:29,8.90 %,19.7 %
2023-08-09 21:03:41,8.80 %,19.8 %
2023-08-09 21:18:51,8.90 %,19.7 %
2023-08-09 21:34:02,8.90 %,19.6 %
2023-08-09 21:49:13,8.90 %,19.7 %
2023-08-09 22:04:24,9 %,19.9 %
2023-08-09 22:19:36,8.90 %,19.7 %
2023-08-09 22:34:47,9 %,19.7 %
2023-08-09 22:49:46,8.90 %,19.7 %
2023-08-09 23:04:58,8.90 %,19.7 %
2023-08-09 23:20:09,8.90 %,19.7 %
2023-08-09 23:35:19,8.80 %,19.7 %
2023-08-09 23:50:30,8.90 %,19.6 %
2023-08-10 00:05:41,9 %,19.7 %
2023-08-10 00:20:51,8.90 %,19.7 %
2023-08-10 00:36:01,9.10 %,19.7 %
2023-08-10 00:51:01,9.10 %,19.6 %
2023-08-10 01:06:11,9.10 %,19.8 %
2023-08-10 01:21:21,9.10 %,19.7 %
2023-08-10 01:36:31,9.20 %,19.6 %
2023-08-10 01:51:42,9.10 %,19.7 %
2023-08-10 02:06:51,9.10 %,19.7 %
2023-08-10 02:22:01,9.10 %,19.9 %
2023-08-10 02:37:12,9.20 %,19.6 %
2023-08-10 02:52:21,9 %,19.7 %
2023-08-10 03:07:19,9 %,19.6 %
2023-08-10 03:22:21,9.20 %,19.6 %
2023-08-10 03:37:27,9.10 %,19.6 %
2023-08-10 03:52:34,8.90 %,19.7 %
2023-08-10 04:07:45,9.10 %,19.7 %
2023-08-10 04:22:54,9 %,19.6 %
2023-08-10 04:38:05,9 %,19.7 %
2023-08-10 04:53:16,9 %,19.7 %
2023-08-10 05:08:25,8.90 %,19.6 %
2023-08-10 05:23:35,9 %,19.7 %
2023-08-10 05:38:34,9.20 %,19.5 %
2023-08-10 05:53:46,9.20 %,19.5 %
2023-08-10 06:08:45,9 %,19.6 %
2023-08-10 06:23:56,8.90 %,19.6 %
2023-08-10 06:39:06,9 %,19.7 %
2023-08-10 06:54:16,9.10 %,19.6 %
2023-08-10 07:09:27,9.10 %,19.5 %
2023-08-10 07:24:37,9 %,19.5 %
2023-08-10 07:39:47,9 %,19.5 %
2023-08-10 07:54:57,9.10 %,19.6 %
2023-08-10 08:10:08,9.10 %,19.5 %
2023-08-10 08:25:07,8.90 %,19.6 %
2023-08-10 08:40:06,8.90 %,19.6 %
2023-08-10 08:55:14,9.10 %,19.5 %
2023-08-10 09:10:20,9.10 %,19.5 %
2023-08-10 09:25:26,8.90 %,19.6 %
2023-08-10 09:40:36,9.10 %,19.5 %
2023-08-10 09:55:34,8.90 %,19.4 %
2023-08-10 10:10:45,8.80 %,19.5 %
2023-08-10 10:25:51,8.90 %,19.4 %
2023-08-10 10:41:02,8.70 %,19.5 %
2023-08-10 10:56:13,8.60 %,19.4 %
2023-08-10 11:11:24,8.50 %,19.4 %
2023-08-10 11:26:34,8.50 %,19.4 %
2023-08-10 11:41:46,8.30 %,19.2 %
2023-08-10 11:56:56,8.30 %,19.3 %
2023-08-10 12:12:07,8.20 %,19.2 %
2023-08-10 12:27:07,8.20 %,19.2 %
2023-08-10 12:42:18,8 %,19.3 %
2023-08-10 12:57:29,7.90 %,19.3 %
2023-08-10 13:12:42,7.90 %,19.1 %
2023-08-10 13:27:52,7.80 %,19.2 %
2023-08-10 13:43:04,7.90 %,19.1 %
2023-08-10 13:58:14,7.80 %,19 %
2023-08-10 14:13:25,7.70 %,19.2 %
2023-08-10 14:28:36,7.70 %,19.1 %
2023-08-10 14:43:36,7.60 %,19.1 %
2023-08-10 14:58:47,7.50 %,19 %
2023-08-10 15:14:00,7.50 %,19 %
2023-08-10 15:29:10,7.50 %,19.1 %
2023-08-10 15:44:22,7.50 %,19 %
2023-08-10 15:59:34,7.40 %,19 %
2023-08-10 16:14:44,7.40 %,19.1 %
2023-08-10 16:29:56,7.40 %,18.9 %
2023-08-10 16:45:07,7.40 %,18.9 %
2023-08-10 17:00:20,7.30 %,18.9 %
2023-08-10 17:15:32,7.40 %,19 %
2023-08-10 17:30:42,7.40 %,19 %
2023-08-10 17:45:42,7.40 %,19 %
2023-08-10 19:52:06,7.30 %,19 %
2023-08-10 19:54:12,7.20 %,19 %
2023-08-10 20:09:18,7.30 %,19 %
2023-08-10 20:24:29,7.30 %,19 %
2023-08-10 20:39:38,7.40 %,19.1 %
2023-08-10 20:54:50,7.40 %,19 %
2023-08-10 21:10:00,7.40 %,19 %
2023-08-10 21:25:06,7.30 %,19 %
2023-08-10 21:40:19,7.30 %,18.9 %
2023-08-10 21:55:29,7.40 %,18.8 %
2023-08-10 22:10:35,7.40 %,18.9 %
2023-08-10 22:25:47,7.40 %,19 %
2023-08-10 22:40:58,7.40 %,18.9 %
2023-08-10 22:56:09,7.40 %,18.9 %
2023-08-10 23:11:20,7.40 %,19 %
2023-08-10 23:26:31,7.20 %,19 %
2023-08-10 23:41:42,7.30 %,19 %
2023-08-10 23:56:52,7.40 %,18.9 %
2023-08-11 00:12:04,7.90 %,18.9 %
2023-08-11 00:27:16,8 %,18.9 %
2023-08-11 00:42:26,8.70 %,18.9 %
2023-08-11 00:57:36,10.1 %,19 %
2023-08-11 01:12:46,12 %,19.2 %
2023-08-11 01:27:57,16.2 %,20.5 %
2023-08-11 01:43:09,19.9 %,22.5 %
2023-08-11 01:58:19,20.9 %,24.3 %
2023-08-11 02:13:30,20.7 %,24.4 %
2023-08-11 02:28:29,20.2 %,24.4 %
2023-08-11 02:43:40,19.5 %,24.2 %
2023-08-11 02:58:50,20.2 %,24 %
2023-08-11 03:13:50,20.2 %,24.1 %
2023-08-11 03:29:00,19.7 %,24 %
2023-08-11 03:44:00,20 %,24 %
2023-08-11 03:59:10,20.2 %,24.1 %
2023-08-11 04:14:22,19.9 %,24.1 %
2023-08-11 04:29:33,19.9 %,23.9 %
2023-08-11 04:44:42,19.7 %,23.9 %
2023-08-11 04:59:52,19.5 %,23.9 %
2023-08-11 05:15:02,19.5 %,23.7 %
2023-08-11 05:30:12,19.2 %,23.6 %
2023-08-11 05:45:12,19.3 %,23.6 %
2023-08-11 06:00:22,19 %,23.5 %
2023-08-11 06:15:32,18.9 %,23.4 %
2023-08-11 06:30:42,18.9 %,23.3 %
2023-08-11 06:45:41,18.7 %,23.1 %
2023-08-11 07:00:52,18.7 %,23.2 %
2023-08-11 07:16:04,18.6 %,23.1 %
2023-08-11 07:31:05,18.5 %,23.1 %
2023-08-11 07:46:16,18.6 %,22.9 %
2023-08-11 08:01:25,18.7 %,22.8 %
2023-08-11 08:16:36,18.2 %,22.8 %
2023-08-11 08:31:48,18.4 %,22.8 %
2023-08-11 08:47:00,19.2 %,22.8 %
2023-08-11 09:02:11,18.1 %,22.8 %
2023-08-11 09:17:21,18.1 %,22.6 %
2023-08-11 09:32:31,17.8 %,22.6 %
2023-08-11 09:47:41,17.8 %,22.7 %
2023-08-11 10:02:51,17.5 %,22.6 %
2023-08-11 10:17:50,17.3 %,22.5 %
2023-08-11 10:33:01,17.2 %,22.9 %
2023-08-11 10:48:11,16.9 %,22.7 %
2023-08-11 11:03:17,16.8 %,22.6 %
2023-08-11 11:18:29,16.8 %,22.4 %
2023-08-11 11:33:40,16.4 %,22.4 %
2023-08-11 11:48:51,16.2 %,22.5 %
2023-08-11 12:04:01,15.9 %,22.3 %
2023-08-11 12:19:12,15.7 %,22.2 %
2023-08-11 12:34:24,15.3 %,22.1 %
2023-08-11 12:49:36,14.8 %,22.2 %
2023-08-11 13:04:47,14.6 %,22.1 %
2023-08-11 13:19:59,14.1 %,22 %
2023-08-11 13:35:10,13.9 %,21.9 %
2023-08-11 13:50:20,13.5 %,22.1 %
2023-08-11 14:05:31,13.3 %,22 %
2023-08-11 14:20:42,13.1 %,22 %
2023-08-11 14:35:54,12.9 %,22 %
2023-08-11 14:51:05,12.6 %,21.8 %
2023-08-11 15:06:15,12.3 %,21.8 %
2023-08-11 15:21:27,12.2 %,21.6 %
2023-08-11 15:36:38,12.1 %,21.6 %
2023-08-11 15:51:49,12.1 %,21.6 %
2023-08-11 16:06:49,11.9 %,21.8 %
2023-08-11 16:21:50,11.7 %,21.4 %
2023-08-11 16:37:02,11.8 %,21.3 %
2023-08-11 16:52:12,11.8 %,21.2 %
2023-08-11 17:07:23,11.7 %,21.4 %
2023-08-11 17:22:34,30.2 %,28 %
2023-08-11 17:37:47,32.6 %,34.1 %
2023-08-11 17:52:46,33 %,34.5 %
2023-08-11 18:07:57,30.8 %,31.2 %
2023-08-11 18:22:56,29.1 %,29.8 %
2023-08-11 18:38:07,28.1 %,28.9 %
2023-08-11 18:53:07,27.7 %,28.2 %
2023-08-11 19:08:13,27.2 %,27.5 %
2023-08-11 19:23:13,26.8 %,27.7 %
2023-08-11 19:38:24,26.8 %,27.8 %
2023-08-11 19:53:34,26.7 %,27.8 %
2023-08-11 20:08:45,26.4 %,26.7 %
2023-08-11 20:23:54,26.3 %,26.3 %
2023-08-11 20:39:04,26.2 %,26.1 %
2023-08-11 20:54:14,26.1 %,26.3 %
2023-08-11 21:09:13,25.9 %,26 %
2023-08-11 21:24:26,25.8 %,26 %
2023-08-11 21:39:31,25.7 %,25.9 %
2023-08-11 21:54:30,25.3 %,25.8 %
2023-08-11 22:09:27,25.6 %,26 %
2023-08-11 23:28:48,25.2 %,25.7 %
2023-08-11 23:29:32,25.2 %,25.7 %
2023-08-11 23:44:43,25 %,25.7 %
2023-08-11 23:59:48,25 %,25.6 %
2023-08-12 00:14:56,25.2 %,25.5 %
2023-08-12 00:29:56,25 %,25.5 %
2023-08-12 00:44:55,24.7 %,25.5 %
2023-08-12 01:00:06,24.9 %,25.3 %
2023-08-12 01:15:12,24.9 %,25.5 %
2023-08-12 01:30:18,24.4 %,25.4 %
2023-08-12 01:45:29,24.9 %,25.2 %
2023-08-12 02:00:39,24.7 %,25.3 %
2023-08-12 02:15:45,24.7 %,25.2 %
2023-08-12 02:30:51,24.5 %,25.2 %
2023-08-12 02:45:57,24.6 %,25.4 %
2023-08-12 03:01:08,24.6 %,25.1 %
2023-08-12 03:16:09,24.5 %,25.3 %
2023-08-12 03:31:08,24.6 %,25.2 %
2023-08-12 03:46:09,24.2 %,25 %
2023-08-12 04:01:09,24.4 %,25 %
2023-08-12 04:16:14,24.1 %,25 %
2023-08-12 04:31:24,24.4 %,25 %
2023-08-12 04:46:34,23.9 %,25 %
2023-08-12 05:01:45,24 %,25 %
2023-08-12 05:16:54,24.1 %,25 %
2023-08-12 05:32:04,24.1 %,25 %
2023-08-12 05:47:15,24.2 %,25.2 %
2023-08-12 06:02:25,24 %,25 %
2023-08-12 06:17:24,24.2 %,24.9 %
2023-08-12 06:32:31,24.1 %,25.6 %
2023-08-12 06:47:43,23.9 %,25.6 %
2023-08-12 07:02:49,24.1 %,25.8 %
2023-08-12 07:17:59,24.1 %,25.8 %
2023-08-12 07:32:59,24.1 %,25.5 %
2023-08-12 07:47:58,23.6 %,25.6 %
2023-08-12 08:02:59,23.9 %,25.4 %
2023-08-12 08:18:05,24 %,25.5 %
2023-08-12 08:33:16,23.6 %,25.5 %
2023-08-12 08:48:26,23.6 %,25.5 %
2023-08-12 09:03:38,23.9 %,25.6 %
2023-08-12 09:18:37,23.7 %,25.5 %
2023-08-12 09:33:48,23.2 %,25.4 %
2023-08-12 09:49:00,23.4 %,25.5 %
2023-08-12 10:04:11,23.4 %,25.2 %
2023-08-12 10:19:21,23.2 %,25.2 %
2023-08-12 10:34:31,23.1 %,25.4 %
2023-08-12 10:49:41,22.8 %,25.2 %
2023-08-12 11:04:51,22.8 %,25.2 %
2023-08-12 11:20:01,22.5 %,25.2 %
2023-08-12 11:35:11,22.6 %,25.1 %
2023-08-12 11:50:21,22.4 %,25.1 %
2023-08-12 12:05:20,22.1 %,25 %
2023-08-12 12:20:31,21.9 %,25 %
2023-08-12 12:35:43,21.6 %,24.9 %
2023-08-12 12:50:54,21.5 %,24.9 %
2023-08-12 13:06:05,21.4 %,24.9 %
2023-08-12 13:21:15,21 %,24.7 %
2023-08-12 13:36:27,21 %,24.8 %
2023-08-12 13:51:38,20.8 %,24.7 %
2023-08-12 14:06:49,20.2 %,24.7 %
2023-08-12 14:22:01,20 %,24.6 %
2023-08-12 14:37:11,19.7 %,24.6 %
2023-08-12 14:52:24,19.8 %,24.4 %
2023-08-12 15:07:25,19.5 %,24.4 %
2023-08-12 15:22:35,19.4 %,24.5 %
2023-08-12 15:37:46,19 %,24.4 %
2023-08-12 15:52:57,19.4 %,24.4 %
2023-08-12 16:08:08,19.2 %,24.4 %
2023-08-12 16:23:09,19.1 %,24.4 %
2023-08-12 16:38:14,19.2 %,24.4 %
2023-08-12 16:53:21,19 %,24.4 %
2023-08-12 17:08:27,19 %,24.3 %
2023-08-12 17:23:38,18.7 %,24.4 %
2023-08-12 17:38:45,18.5 %,24.2 %
2023-08-12 17:53:56,18.7 %,24.3 %
2023-08-12 18:09:06,18.6 %,24.3 %
2023-08-12 18:24:06,18.6 %,24.2 %
2023-08-12 18:39:18,18.4 %,24.1 %
2023-08-12 18:54:23,18.4 %,24.2 %
2023-08-12 19:09:29,18.4 %,24.2 %
2023-08-12 19:24:29,18.7 %,24.2 %
2023-08-12 19:39:41,18.9 %,24.2 %
2023-08-12 19:54:51,18.5 %,24.2 %
2023-08-12 20:10:02,18.4 %,24.4 %
2023-08-12 20:25:13,18.9 %,24.1 %
2023-08-12 20:40:22,18.6 %,24.1 %
2023-08-12 20:55:32,18.6 %,24.2 %
2023-08-12 21:10:43,18.5 %,24.1 %
2023-08-12 21:25:52,18.6 %,24.1 %
2023-08-12 21:41:02,18.7 %,24.2 %
2023-08-12 21:56:12,18.7 %,24.2 %
2023-08-12 22:11:23,18.7 %,24.2 %
2023-08-12 22:26:32,18.7 %,24.3 %
2023-08-12 22:41:42,18.8 %,24.1 %
2023-08-12 22:56:53,18.7 %,24.2 %
2023-08-12 23:12:03,18.7 %,24.2 %
2023-08-12 23:27:02,19.2 %,24.1 %
2023-08-12 23:42:14,18.8 %,24.2 %
2023-08-12 23:57:24,18.8 %,24.1 %
2023-08-13 00:12:24,19.1 %,24.1 %
2023-08-13 00:27:34,18.9 %,24.2 %
2023-08-13 00:42:44,18.9 %,24.1 %
2023-08-13 00:57:44,18.7 %,24.1 %
2023-08-13 01:12:54,18.9 %,24.3 %
2023-08-13 01:27:53,19 %,24.3 %
2023-08-13 01:43:01,18.9 %,24.2 %
2023-08-13 01:58:07,18.8 %,24.1 %
2023-08-13 02:13:18,19 %,24.2 %
2023-08-13 02:28:17,19.4 %,24.2 %
2023-08-13 02:43:28,19 %,24.1 %
2023-08-13 02:58:39,18.9 %,24.1 %
2023-08-13 03:13:50,19 %,24.1 %
2023-08-13 03:29:02,18.9 %,24.1 %
2023-08-13 03:44:13,18.9 %,24.1 %
2023-08-13 03:59:24,19 %,24.1 %
2023-08-13 04:14:36,19.5 %,24.1 %
2023-08-13 04:29:46,19 %,24 %
2023-08-13 04:44:45,18.9 %,24.1 %
2023-08-13 04:59:45,18.9 %,24.1 %
2023-08-13 05:14:56,19 %,24.1 %
2023-08-13 05:30:06,18.9 %,24.1 %
2023-08-13 05:45:16,19 %,24 %
2023-08-13 06:00:26,18.9 %,24 %
2023-08-13 06:15:36,18.9 %,24 %
2023-08-13 06:30:46,19 %,24.1 %
2023-08-13 06:45:56,19 %,24 %
2023-08-13 07:01:06,19 %,24.1 %
2023-08-13 07:16:16,19.2 %,23.9 %
2023-08-13 07:31:26,19.4 %,24.1 %
2023-08-13 07:46:36,19 %,23.9 %
2023-08-13 08:01:35,19 %,23.9 %
2023-08-13 08:16:46,18.8 %,24 %
2023-08-13 08:31:56,18.8 %,23.8 %
2023-08-13 08:47:06,18.7 %,24 %
2023-08-13 09:02:16,18.9 %,23.9 %
2023-08-13 09:17:26,18.7 %,23.9 %
2023-08-13 09:32:26,18.7 %,23.9 %
2023-08-13 09:47:38,18.8 %,23.9 %
2023-08-13 10:02:49,18.7 %,23.9 %
2023-08-13 10:17:59,18.7 %,23.8 %
2023-08-13 10:33:10,18.6 %,23.8 %
2023-08-13 10:48:21,18.6 %,23.8 %
2023-08-13 11:03:33,18.5 %,23.6 %
2023-08-13 11:18:43,18.4 %,23.9 %
2023-08-13 11:33:54,18.3 %,23.7 %
2023-08-13 11:49:05,18.2 %,23.8 %
2023-08-13 12:04:05,17.9 %,23.8 %
2023-08-13 12:19:05,17.9 %,23.7 %
2023-08-13 12:34:18,17.9 %,23.6 %
2023-08-13 12:49:28,17.6 %,23.7 %
2023-08-13 13:04:28,17.8 %,23.6 %
2023-08-13 13:19:39,17.7 %,23.6 %
2023-08-13 13:34:51,17.8 %,23.6 %
2023-08-13 13:50:01,17.6 %,23.6 %
2023-08-13 14:05:02,17.4 %,23.6 %
2023-08-13 14:20:09,17.6 %,23.6 %
2023-08-13 14:35:19,17.8 %,23.6 %
2023-08-13 14:50:25,17.8 %,23.5 %
2023-08-13 15:05:37,17.3 %,23.6 %
2023-08-13 15:20:48,17.6 %,23.6 %
2023-08-13 15:35:59,17.9 %,23.5 %
2023-08-13 15:51:09,17.4 %,23.6 %
2023-08-13 16:06:21,17.3 %,23.5 %
2023-08-13 16:21:33,17.4 %,23.6 %
2023-08-13 16:36:43,17.8 %,23.4 %
2023-08-13 16:51:54,17.9 %,23.6 %
2023-08-13 17:07:05,20.7 %,23.6 %
2023-08-13 17:22:16,20.5 %,23.6 %
2023-08-13 17:37:15,20 %,23.5 %
2023-08-13 17:52:28,20.2 %,23.7 %
2023-08-13 18:07:39,19.9 %,23.6 %
2023-08-13 18:22:49,19.7 %,23.7 %
2023-08-13 18:38:01,19.7 %,23.6 %
2023-08-13 18:53:12,19.5 %,23.7 %
2023-08-13 19:08:17,19.6 %,23.6 %
2023-08-13 19:23:24,19.3 %,23.6 %
2023-08-13 19:38:30,19.4 %,23.4 %
2023-08-13 19:53:42,19.4 %,23.6 %
2023-08-13 20:08:41,19.4 %,23.6 %
2023-08-13 20:23:53,19.3 %,23.4 %
2023-08-13 20:39:03,19.3 %,23.6 %
2023-08-13 20:54:15,19.4 %,23.6 %
2023-08-13 21:09:26,19.3 %,23.4 %
2023-08-13 21:24:36,19.2 %,23.5 %
2023-08-13 21:39:47,19.1 %,23.5 %
2023-08-13 21:54:56,19.3 %,23.7 %
2023-08-13 22:10:06,19.7 %,23.7 %
2023-08-13 22:25:16,21.9 %,23.6 %
2023-08-13 22:40:26,27.5 %,24.5 %
2023-08-13 22:55:36,27 %,26.6 %
2023-08-13 23:10:47,29.2 %,29.2 %
2023-08-13 23:25:57,28.7 %,30.3 %
2023-08-13 23:41:06,29.3 %,31.1 %
2023-08-13 23:56:06,29.7 %,32.3 %
2023-08-14 00:11:17,30 %,32.7 %
2023-08-14 00:26:26,30.3 %,33.4 %
